ars,name,designation,postal_code,district,state,lat,lng,population
072355007001,Aach,,54298,Trier-Saarburg,Rheinland-Pfalz,49.789601,6.590527,1059
083355001001,Aach,Stadt,78267,Konstanz,Baden-Württemberg,47.8428,8.851043,2377
053340002002,Aachen,Stadt,52058,Städteregion Aachen,Nordrhein-Westfalen,50.773516,6.0848,262670
081365001088,Aalen,Stadt,73430,Ostalbkreis,Baden-Württemberg,48.835057,10.092337,67621
064390001001,Aarbergen,,65326,Rheingau-Taunus-Kreis,Hessen,50.24602,8.076766,6210
010615168001,Aasbüttel,,25560,Steinburg,Schleswig-Holstein,54.067271,9.441789,163
095760111111,Abenberg,St,91183,Roth,Bayern,49.241703,10.963645,5547
095769451451,Abenberger Wald,,,Roth,Bayern,49.230549,10.980497,0
092730111111,Abensberg,St,93326,Kelheim,Bayern,48.81553,11.848622,15061
071345002001,Abentheuer,,55767,Birkenfeld,Rheinland-Pfalz,49.65142,7.100474,427
095775532111,Absberg,M,91720,Weißenburg-Gunzenhausen,Bayern,49.14455,10.881266,1437
081255012001,Abstatt,,74232,Heilbronn,Baden-Württemberg,49.068456,9.290986,4975
160655052001,Abtsbessingen,,99713,Kyffhäuserkreis,Thüringen,51.259592,10.762472,463
081360002002,Abtsgmünd,,73453,Ostalbkreis,Baden-Württemberg,48.894913,10.002231,7501
064310001001,Abtsteinach,,69518,Bergstraße,Hessen,49.544051,8.786237,2405
096755614111,Abtswind,M,97355,Kitzingen,Bayern,49.77071,10.372217,843
071335010001,Abtweiler,,55568,Bad Kreuznach,Rheinland-Pfalz,49.744287,7.656343,195
084365007001,Achberg,,88147,Ravensburg,Baden-Württemberg,47.615122,9.713856,1709
083175001001,Achern,Stadt,77855,Ortenaukreis,Baden-Württemberg,48.628851,8.074429,26733
033610001001,Achim,Stadt,28832,Verden,Niedersachsen,53.01301,9.033031,32870
092765238111,Achslach,,94250,Regen,Bayern,48.971237,12.935494,969
084265005001,Achstetten,,88480,Biberach,Baden-Württemberg,48.258983,9.898085,5116
071375003001,Acht,,56729,Mayen-Koblenz,Rheinland-Pfalz,50.369975,7.072376,83
071345002002,Achtelsbach,,55767,Birkenfeld,Rheinland-Pfalz,49.624529,7.090023,377
010585803001,Achterwehr,,24239,Rendsburg-Eckernförde,Schleswig-Holstein,54.313379,9.96576,1043
010545489001,Achtrup,,25917,Nordfriesland,Schleswig-Holstein,54.788981,9.028319,1568
081175008001,Adelberg,,73099,Göppingen,Baden-Württemberg,48.762533,9.598555,1961
031590001001,Adelebsen,Flecken,37139,Göttingen,Niedersachsen,51.579059,9.753742,6180
033515404001,Adelheidsdorf,,29352,Celle,Niedersachsen,52.565363,10.059931,2660
081365003003,Adelmannsfelden,,73486,Ostalbkreis,Baden-Württemberg,48.954324,10.003628,1732
091765118111,Adelschlag,,85111,Eichstätt,Bayern,48.83914,11.223138,3016
095720111111,Adelsdorf,,91325,Erlangen-Höchstadt,Bayern,49.714781,10.892848,9126
082255009001,Adelsheim,Stadt,74740,Neckar-Odenwald-Kreis,Baden-Württemberg,49.401957,9.391601,5207
091795131111,Adelshofen,,82276,Fürstenfeldbruck,Bayern,48.18313,11.116705,1893
095715501111,Adelshofen,,91587,Ansbach,Bayern,49.439981,10.175,908
097720111111,Adelsried,,86477,Augsburg,Bayern,48.425522,10.719444,2610
097715704111,Adelzhausen,,86559,Aichach-Friedberg,Bayern,48.35707,11.137667,1844
071315001001,Adenau,Stadt,53518,Ahrweiler,Rheinland-Pfalz,50.382256,6.930224,2935
073365008001,Adenbach,,67742,Kusel,Rheinland-Pfalz,49.669273,7.647541,146
031515406001,Adenbüttel,,38528,Gifhorn,Niedersachsen,52.379328,10.450974,1789
033550001001,Adendorf,,21365,Lüneburg,Niedersachsen,53.287818,10.443754,10818
092740111111,Adlkofen,,84166,Landshut,Bayern,48.546258,12.263378,4517
130725251001,Admannshagen-Bargeshagen,,18211,Landkreis Rostock,Mecklenburg-Vorpommern,54.111554,11.984106,2933
145230010010,Adorf/Vogtl.,Stadt,08626,Vogtlandkreis,Sachsen,50.320622,12.256069,4451
010615179002,Aebtissinwisch,,25572,Steinburg,Schleswig-Holstein,53.970611,9.289846,43
032520001001,Aerzen,Flecken,31855,Hameln-Pyrmont,Niedersachsen,52.046638,9.261633,10424
081185005001,Affalterbach,,71563,Ludwigsburg,Baden-Württemberg,48.923115,9.323455,4364
097710112112,Affing,,86444,Aichach-Friedberg,Bayern,48.457486,10.981809,5575
032515406001,Affinghausen,,27257,Diepholz,Niedersachsen,52.782963,8.87991,805
072325005001,Affler,,54689,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.013966,6.153528,30
033595405001,Agathenburg,,21684,Stade,Niedersachsen,53.562845,9.528825,1371
010615168003,Agethorst,,25560,Steinburg,Schleswig-Holstein,54.01935,9.436454,191
082255003002,Aglasterhausen,,74858,Neckar-Odenwald-Kreis,Baden-Württemberg,49.35493,8.989348,4825
092745223112,Aham,,84168,Landshut,Bayern,48.527421,12.463766,1951
055540004004,Ahaus,Stadt,48683,Borken,Nordrhein-Westfalen,52.076104,7.005037,40176
033575406001,Ahausen,,27367,Rotenburg (Wümme),Niedersachsen,53.062929,9.313313,1894
130755552001,Ahlbeck,,17375,Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.669524,14.185341,603
033585401001,Ahlden (Aller),Flecken,29693,Heidekreis,Niedersachsen,52.759772,9.552615,1573
010585890175,Ahlefeld-Bistensee,,24358,Rendsburg-Eckernförde,Schleswig-Holstein,54.398725,9.698907,479
055700004004,Ahlen,Stadt,59227,Warendorf,Nordrhein-Westfalen,51.762985,7.889882,52666
033595403002,Ahlerstedt,,21702,Stade,Niedersachsen,53.405314,9.451981,5456
150875052010,Ahlsdorf,,06313,Mansfeld-Südharz,Sachsen-Anhalt,51.544089,11.470164,1508
160695002001,Ahlstädt,,98553,Hildburghausen,Thüringen,50.527757,10.686759,126
066330001001,Ahnatal,,34292,Kassel,Hessen,51.366434,9.393523,7513
010595990102,Ahneby,,24996,Schleswig-Flensburg,Schleswig-Holstein,54.701421,9.730965,201
033515403002,Ahnsbeck,,29353,Celle,Niedersachsen,52.611286,10.2848,1676
032575401001,Ahnsen,,31708,Schaumburg,Niedersachsen,52.254661,9.101227,1022
092785250112,Aholfing,,94345,Straubing-Bogen,Bayern,48.942029,12.470108,1903
092710111111,Aholming,,94527,Deggendorf,Bayern,48.735154,12.911626,2378
081285002138,Ahorn,,74744,Main-Tauber-Kreis,Baden-Württemberg,49.501528,9.540368,2209
094730112112,Ahorn,,96482,Coburg,Bayern,50.236693,10.952243,4047
094720111111,Ahorntal,,95491,Bayreuth,Bayern,49.833646,11.401762,2180
071315002002,Ahrbrück,,53506,Ahrweiler,Rheinland-Pfalz,50.483845,6.98451,1141
010620001001,Ahrensburg,Stadt,22926,Stormarn,Schleswig-Holstein,53.67575,10.239705,34534
010550001001,Ahrensbök,,23623,Ostholstein,Schleswig-Holstein,54.011094,10.573059,8092
120600005005,Ahrensfelde,,16356,Barnim,Brandenburg,52.576115,13.57961,14423
130735361001,Ahrenshagen-Daskow,,18320,Vorpommern-Rügen,Mecklenburg-Vorpommern,54.223811,12.600892,2188
130735354002,Ahrenshoop,Ostseebad,18347,Vorpommern-Rügen,Mecklenburg-Vorpommern,54.379565,12.418624,622
010545494002,Ahrenshöft,,25853,Nordfriesland,Schleswig-Holstein,54.559394,9.068097,559
010545453003,Ahrenviöl,,25885,Nordfriesland,Schleswig-Holstein,54.531254,9.206895,528
010545453004,Ahrenviölfeld,,25885,Nordfriesland,Schleswig-Holstein,54.534607,9.274084,226
092750111111,Aicha vorm Wald,,94529,Passau,Bayern,48.674871,13.291981,2474
097710113113,Aichach,St,86551,Aichach-Friedberg,Bayern,48.459481,11.129767,22015
081175009002,Aichelberg,,73101,Göppingen,Baden-Württemberg,48.638498,9.567184,1287
097745733166,Aichen,,86479,Günzburg,Bayern,48.227088,10.53914,1172
083255005001,Aichhalden,,78733,Rottweil,Baden-Württemberg,48.269444,8.398748,4225
084365004003,Aichstetten,,88317,Ravensburg,Baden-Württemberg,47.892919,10.08067,2874
081160081081,Aichtal,Stadt,72631,Esslingen,Baden-Württemberg,48.621,9.236006,9599
081160076076,Aichwald,,73773,Esslingen,Baden-Württemberg,48.75899,9.379855,7271
092755232112,Aidenbach,M,94501,Passau,Bayern,48.567398,13.089153,3005
096745612111,Aidhausen,,97491,Haßberge,Bayern,50.154108,10.436956,1647
081155001001,Aidlingen,,71134,Böblingen,Baden-Württemberg,48.677969,8.896991,9302
092735219113,Aiglsbach,,84089,Kelheim,Bayern,48.692993,11.707639,1905
071435009200,Ailertchen,,56459,Westerwaldkreis,Rheinland-Pfalz,50.59846,7.940135,659
097715701114,Aindling,M,86447,Aichach-Friedberg,Bayern,48.513814,10.953041,4691
091720111111,Ainring,,83404,Berchtesgadener Land,Bayern,47.816451,12.943264,9800
097735719111,Aislingen,M,89344,Dillingen a.d.Donau,Bayern,48.506631,10.455887,1329
092785256113,Aiterhofen,,94330,Straubing-Bogen,Bayern,48.84583,12.62018,3563
083365006004,Aitern,,79677,Lörrach,Baden-Württemberg,47.803346,7.894621,487
084365004004,Aitrach,,88319,Ravensburg,Baden-Württemberg,47.939232,10.0896,3028
097775752111,Aitrang,,87648,Ostallgäu,Bayern,47.817575,10.534541,2056
150820005005,Aken (Elbe),Stadt,06385,Anhalt-Bitterfeld,Sachsen-Anhalt,51.852549,12.043952,7153
150905053003,Aland,,39615,Stendal,Sachsen-Anhalt,52.923824,11.698147,1304
091875184186,Albaching,,83544,Rosenheim,Bayern,48.1108,12.110817,1740
083370002002,Albbruck,,79774,Waldshut,Baden-Württemberg,47.591149,8.130079,7451
010515175001,Albersdorf,,25767,Dithmarschen,Schleswig-Holstein,54.146557,9.283995,3742
160745053001,Albersdorf,,07646,Saale-Holzland-Kreis,Thüringen,50.902843,11.773904,298
081175010003,Albershausen,,73095,Göppingen,Baden-Württemberg,48.691161,9.564885,4408
073375001001,Albersweiler,,76857,Südliche Weinstraße,Rheinland-Pfalz,49.219042,8.028507,1970
096755617112,Albertshofen,,97320,Kitzingen,Bayern,49.770836,10.158976,2142
073365010002,Albessen,,66871,Kusel,Rheinland-Pfalz,49.516477,7.330666,148
073315001001,Albig,,55234,Alzey-Worms,Rheinland-Pfalz,49.773804,8.12235,1634
073335003001,Albisheim (Pfrimm),,67308,Donnersbergkreis,Rheinland-Pfalz,49.649493,8.095715,1865
010535358001,Albsfelde,,23909,Herzogtum Lauenburg,Schleswig-Holstein,53.679957,10.694451,76
084175001079,Albstadt,Stadt,72458,Zollernalbkreis,Baden-Württemberg,48.214156,9.026328,46950
053580004004,Aldenhoven,,52457,Düren,Nordrhein-Westfalen,50.895696,6.281953,14324
092750114114,Aldersbach,,94501,Passau,Bayern,48.589538,13.086094,4310
083275004002,Aldingen,,78554,Tuttlingen,Baden-Württemberg,48.094541,8.702513,7858
097795722111,Alerheim,,86733,Donau-Ries,Bayern,48.84666,10.616329,1674
095775533113,Alesheim,,91793,Weißenburg-Gunzenhausen,Bayern,49.046568,10.866072,947
097745731111,Aletshausen,,86480,Günzburg,Bayern,48.1998,10.389531,1218
071355005001,Alf,,56859,Cochem-Zell,Rheinland-Pfalz,50.056847,7.125977,826
081190001001,Alfdorf,,73553,Rems-Murr-Kreis,Baden-Württemberg,48.843821,9.718908,7260
095745528111,Alfeld,,91236,Nürnberger Land,Bayern,49.428806,11.543979,1125
032540002002,Alfeld (Leine),Stadt,31061,Hildesheim,Niedersachsen,51.987221,9.825738,17956
034595402001,Alfhausen,,49594,Osnabrück,Niedersachsen,52.503379,7.953473,4168
071355003002,Alflen,,56828,Cochem-Zell,Rheinland-Pfalz,50.177082,7.040537,820
033575403002,Alfstedt,,27432,Rotenburg (Wümme),Niedersachsen,53.548503,9.067399,859
053820004004,Alfter,,53347,Rhein-Sieg-Kreis,Nordrhein-Westfalen,50.736995,7.013472,23719
032540003003,Algermissen,,31191,Hildesheim,Niedersachsen,52.253687,9.970613,7658
066320001001,Alheim,,36211,Hersfeld-Rotenburg,Hessen,51.024756,9.66857,4819
071375009201,Alken,,56332,Mayen-Koblenz,Rheinland-Pfalz,50.248557,7.448283,681
160705009001,Alkersleben,,99310,Ilm-Kreis,Thüringen,50.848169,11.04076,299
010545488005,Alkersum,,25938,Nordfriesland,Schleswig-Holstein,54.708245,8.511244,404
071345005003,Allenbach,,55758,Birkenfeld,Rheinland-Pfalz,49.755712,7.167563,649
071415011001,Allendorf,,56370,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.26803,7.998345,585
160735054001,Allendorf,,07426,Saalfeld-Rudolstadt,Thüringen,50.655688,11.158647,334
066350001001,Allendorf (Eder),,35108,Waldeck-Frankenberg,Hessen,51.026336,8.670062,7518
065310001001,Allendorf (Lumda),Stadt,35469,Gießen,Hessen,50.677705,8.822783,3824
071335006002,Allenfeld,,55595,Bad Kreuznach,Rheinland-Pfalz,49.866829,7.668777,222
083355004002,Allensbach,,78476,Konstanz,Baden-Württemberg,47.715742,9.070194,7353
095760113113,Allersberg,M,90580,Roth,Bayern,49.251415,11.236588,8550
091785127113,Allershausen,,85391,Freising,Bayern,48.429879,11.598275,5980
084265001005,Alleshausen,,88422,Biberach,Baden-Württemberg,48.102679,9.621543,531
091790113113,Alling,,82239,Fürstenfeldbruck,Bayern,48.141556,11.299015,4105
097725706114,Allmannshofen,,86695,Augsburg,Bayern,48.612811,10.804495,965
084265001006,Allmannsweiler,,88348,Biberach,Baden-Württemberg,48.028386,9.593584,317
084255001002,Allmendingen,,89604,Alb-Donau-Kreis,Baden-Württemberg,48.330714,9.72429,4927
081195001003,Allmersbach im Tal,,71573,Rems-Murr-Kreis,Baden-Württemberg,48.906963,9.467228,4969
150870015015,Allstedt,Stadt,06542,Mansfeld-Südharz,Sachsen-Anhalt,51.404566,11.385673,7535
010545494006,Almdorf,,25821,Nordfriesland,Schleswig-Holstein,54.581075,9.015622,545
071325010001,Almersbach,,57610,Altenkirchen (Westerwald),Rheinland-Pfalz,50.674542,7.628807,402
051700004004,Alpen,,46519,Wesel,Nordrhein-Westfalen,51.575134,6.511241,12515
071435002202,Alpenrod,,57642,Westerwaldkreis,Rheinland-Pfalz,50.631178,7.869988,1630
160685012001,Alperstedt,,99195,Sömmerda,Thüringen,51.093519,11.046054,732
082370002002,Alpirsbach,Stadt,72275,Freudenstadt,Baden-Württemberg,48.345111,8.402938,6114
071435005001,Alsbach,,56237,Westerwaldkreis,Rheinland-Pfalz,50.464108,7.662053,640
064320001001,Alsbach-Hähnlein,,64665,Darmstadt-Dieburg,Hessen,49.739626,8.61793,9273
053340004004,Alsdorf,Stadt,52477,Städteregion Aachen,Nordrhein-Westfalen,50.874052,6.161607,48810
071325009002,Alsdorf,,57518,Altenkirchen (Westerwald),Rheinland-Pfalz,50.77617,7.882849,1479
072325005002,Alsdorf,,54668,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.887732,6.465431,477
073335007003,Alsenz,,67821,Donnersbergkreis,Rheinland-Pfalz,49.724272,7.8152,1576
065350001001,Alsfeld,Stadt,36304,Vogelsbergkreis,Hessen,50.751031,9.271415,15307
073315002002,Alsheim,,67577,Alzey-Worms,Rheinland-Pfalz,49.767929,8.341322,2680
150895052005,Alsleben (Saale),Stadt,06425,Salzlandkreis,Sachsen-Anhalt,51.700463,11.67745,2526
010595996001,Alt Bennebek,,24848,Schleswig-Flensburg,Schleswig-Holstein,54.377593,9.43094,323
130725259002,Alt Bukow,,18233,Landkreis Rostock,Mecklenburg-Vorpommern,53.997533,11.60964,512
010585833003,Alt Duvenstedt,,24791,Rendsburg-Eckernförde,Schleswig-Holstein,54.359629,9.645213,1912
130765659001,Alt Krenzlin,,19288,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.3174,11.309672,741
130745455001,Alt Meteln,,19069,Nordwestmecklenburg,Mecklenburg-Vorpommern,53.746405,11.340119,1190
130715154001,Alt Schwerin,,17214,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.512197,12.351571,535
130725258003,Alt Sührkow,,17166,Landkreis Rostock,Mecklenburg-Vorpommern,53.802405,12.650883,389
130755554002,Alt Tellin,,17129,Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.845954,13.244725,366
120645404009,Alt Tucheband,,15328,Märkisch-Oderland,Brandenburg,52.536635,14.511961,829
130765658002,Alt Zachun,,19230,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.494331,11.337504,354
120615113005,Alt Zauche-Wußwerk/Stara Niwa-Wózwjerch,,15913,Dahme-Spreewald,Brandenburg,51.917765,14.016045,475
010535313002,Alt-Mölln,,23881,Herzogtum Lauenburg,Schleswig-Holstein,53.622775,10.658165,845
081165006004,Altbach,,73776,Esslingen,Baden-Württemberg,48.723629,9.380166,6047
073375003002,Altdorf,,67482,Südliche Weinstraße,Rheinland-Pfalz,49.286213,8.215757,962
081155004002,Altdorf,,71155,Böblingen,Baden-Württemberg,48.630941,8.995571,4529
081165003005,Altdorf,,72655,Esslingen,Baden-Württemberg,48.594688,9.271505,1713
092740113113,Altdorf,M,84032,Landshut,Bayern,48.556884,12.109369,11300
095740112112,Altdorf b.Nürnberg,St,90518,Nürnberger Land,Bayern,49.385516,11.354924,15478
120665601008,Altdöbern,,03229,Oberspreewald-Lausitz,Brandenburg,51.651872,14.035029,2325
130735362003,Altefähr,,18573,Vorpommern-Rügen,Mecklenburg-Vorpommern,54.330671,13.126612,1300
093755337113,Alteglofsheim,,93087,Regensburg,Bayern,48.919919,12.203745,3171
059620004004,Altena,Stadt,58762,Märkischer Kreis,Nordrhein-Westfalen,51.298662,7.67459,16621
071315002003,Altenahr,,53505,Ahrweiler,Rheinland-Pfalz,50.517326,6.991859,1605
071335001003,Altenbamberg,,55585,Bad Kreuznach,Rheinland-Pfalz,49.785381,7.83272,829
057740004004,Altenbeken,,33184,Paderborn,Nordrhein-Westfalen,51.760981,8.944689,9161
146285201010,Altenberg,Stadt,01773,Sächsische Schweiz-Osterzgebirge,Sachsen,50.766607,13.757485,7462
160745011002,Altenberga,,07768,Saale-Holzland-Kreis,Thüringen,50.830629,11.540544,791
055660004004,Altenberge,,48341,Steinfurt,Nordrhein-Westfalen,52.045876,7.465557,10278
160735051002,Altenbeuthen,,07338,Saalfeld-Rudolstadt,Thüringen,50.592223,11.600825,197
096765632111,Altenbuch,,97901,Miltenberg,Bayern,49.827992,9.401534,1223
160770001001,Altenburg,Stadt,04600,Altenburger Land,Thüringen,50.987493,12.438124,31093
071415003002,Altendiez,,65624,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.370944,7.98331,2175
093765341112,Altendorf,,92540,Schwandorf,Bayern,49.404846,12.28001,882
094710111111,Altendorf,,96146,Bamberg,Bayern,49.797254,11.010627,2160
073365010003,Altenglan,,66885,Kusel,Rheinland-Pfalz,49.552743,7.463616,2754
130715163002,Altenhagen,,17091,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.761062,13.104795,305
150835052020,Altenhausen,,39343,Börde,Sachsen-Anhalt,52.261877,11.253666,967
010585893004,Altenhof,,24340,Rendsburg-Eckernförde,Schleswig-Holstein,54.434745,9.875234,312
130715159003,Altenhof,,17209,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.355473,12.357289,301
010580005005,Altenholz,,24161,Rendsburg-Eckernförde,Schleswig-Holstein,54.402998,10.120656,9865
073365009004,Altenkirchen,,66903,Kusel,Rheinland-Pfalz,49.442401,7.320514,1302
130735359004,Altenkirchen,,18556,Vorpommern-Rügen,Mecklenburg-Vorpommern,54.635674,13.341959,879
071325010501,Altenkirchen (Westerwald),Stadt,57610,Altenkirchen (Westerwald),Rheinland-Pfalz,50.687851,7.645362,6758
010555591002,Altenkrempe,,23730,Ostholstein,Schleswig-Holstein,54.13298,10.825665,1089
094780111111,Altenkunstadt,,96264,Lichtenfels,Bayern,50.124993,11.249572,5502
091890111111,Altenmarkt a.d.Alz,,83352,Traunstein,Bayern,48.000956,12.534485,4141
033605407001,Altenmedingen,,29575,Uelzen,Niedersachsen,53.131093,10.602557,1429
010615134004,Altenmoor,,25335,Steinburg,Schleswig-Holstein,53.764193,9.57688,238
097720115115,Altenmünster,,86450,Augsburg,Bayern,48.464837,10.590476,4776
130735351005,Altenpleen,,18445,Vorpommern-Rügen,Mecklenburg-Vorpommern,54.354376,12.956614,963
081165003006,Altenriet,,72657,Esslingen,Baden-Württemberg,48.591482,9.221764,1942
064400001001,Altenstadt,,63674,Wetteraukreis,Hessen,50.285831,8.945024,12764
091905174111,Altenstadt,,86972,Weilheim-Schongau,Bayern,47.82328,10.872239,3294
097755740111,Altenstadt,M,89281,Neu-Ulm,Bayern,48.159753,10.11339,5416
093740111111,Altenstadt a.d.Waldnaab,,92665,Neustadt a.d.Waldnaab,Bayern,49.723289,12.159855,4687
082355001006,Altensteig,Stadt,72213,Calw,Baden-Württemberg,48.584389,8.601974,10798
093755335114,Altenthann,,93177,Regensburg,Bayern,49.092609,12.303802,1515
130715163004,Altentreptow,Stadt,17087,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.692774,13.250181,4992
071405003001,Alterkülz,,56288,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,50.031246,7.465531,373
096795651165,Altertheim,,97237,Würzburg,Bayern,49.727574,9.763603,1972
092745226114,Altfraunhofen,,84169,Landshut,Bayern,48.449443,12.171848,2559
091795131114,Althegnenberg,,82278,Fürstenfeldbruck,Bayern,48.233116,11.064455,2056
084255001004,Altheim,,89605,Alb-Donau-Kreis,Baden-Württemberg,48.327677,9.770679,582
084265007008,Altheim,,88499,Biberach,Baden-Württemberg,48.145555,9.448855,2160
084255008005,Altheim (Alb),,89174,Alb-Donau-Kreis,Baden-Württemberg,48.581738,10.025037,1757
082355002007,Althengstett,,75382,Calw,Baden-Württemberg,48.723525,8.795915,7886
073405008201,Althornbach,,66484,Südwestpfalz,Rheinland-Pfalz,49.20325,7.37523,649
081195001004,Althütte,,71566,Rems-Murr-Kreis,Baden-Württemberg,48.913413,9.575989,4184
120605006012,Althüttendorf,,16247,Barnim,Brandenburg,52.962341,13.806665,675
130725254004,Altkalen,,17179,Landkreis Rostock,Mecklenburg-Vorpommern,53.898718,12.738972,790
120640029029,Altlandsberg,Stadt,15345,Märkisch-Oderland,Brandenburg,52.566902,13.728164,9630
071355005003,Altlay,,56858,Cochem-Zell,Rheinland-Pfalz,49.988472,7.270413,449
073325007001,Altleiningen,,67317,Bad Dürkheim,Rheinland-Pfalz,49.508098,8.074275,1712
082265004003,Altlußheim,,68804,Rhein-Neckar-Kreis,Baden-Württemberg,49.301347,8.498339,6317
091760112112,Altmannstein,M,93336,Eichstätt,Bayern,48.896112,11.649929,7150
145225119010,Altmittweida,,09648,Mittelsachsen,Sachsen,50.967479,12.956935,1876
150905053007,Altmärkische Höhe,,39606,Stendal,Sachsen-Anhalt,52.841586,11.630284,1737
150905053008,Altmärkische Wische,,39615,Stendal,Sachsen-Anhalt,52.857082,11.876835,831
091740111111,Altomünster,M,85250,Dachau,Bayern,48.387627,11.256047,7818
072315008001,Altrich,,54518,Bernkastel-Wittlich,Rheinland-Pfalz,49.956432,6.910954,1693
073385008001,Altrip,,67122,Rhein-Pfalz-Kreis,Rheinland-Pfalz,49.431382,8.494911,7648
072325005003,Altscheid,,54636,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.018904,6.393899,92
084365001005,Altshausen,,88361,Ravensburg,Baden-Württemberg,47.93449,9.538271,3999
071355005004,Altstrimmig,,56858,Cochem-Zell,Rheinland-Pfalz,50.092718,7.292913,330
097800112112,Altusried,M,87452,Oberallgäu,Bayern,47.803647,10.215024,10289
130755552003,Altwarp,Fischerdorf,17375,Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.743961,14.262179,406
071405008002,Altweidelbach,,55469,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,49.994498,7.567389,291
130755559004,Altwigshagen,,17379,Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.703845,13.835809,365
091710111111,Altötting,St,84503,Altötting,Bayern,48.227986,12.67892,13138
010605043002,Alveslohe,,25486,Segeberg,Schleswig-Holstein,53.786906,9.913813,2878
096710111111,Alzenau,St,63755,Aschaffenburg,Bayern,50.08681,9.071865,18034
073310003003,Alzey,Stadt,55232,Alzey-Worms,Rheinland-Pfalz,49.745225,8.112469,19468
160715053102,Am Ettersberg,,99439,Weimarer Land,Thüringen,51.062223,11.244444,7010
150835054025,Am Großen Bruch,,39393,Börde,Sachsen-Anhalt,52.06203,11.087054,2043
031589501501,Am Großen Rhode,gemfr. Gebiet,,Wolfenbüttel,Niedersachsen,52.194913,10.792837,0
120720002002,Am Mellensee,,15838,Teltow-Fläming,Brandenburg,52.156432,13.405535,7224
160610116116,Am Ohmberg,,37345,Eichsfeld,Thüringen,51.476954,10.479179,3577
130725259005,Am Salzhaff,,18233,Landkreis Rostock,Mecklenburg-Vorpommern,54.039444,11.621001,512
093610000000,Amberg,,92224,Amberg,Bayern,49.445278,11.856142,42553
097785764111,Amberg,,86854,Unterallgäu,Bayern,48.06153,10.680351,1508
033555401002,Amelinghausen,,21385,Lüneburg,Niedersachsen,53.125153,10.212483,3767
091870113113,Amerang,,83123,Rosenheim,Bayern,47.990939,12.308485,3739
097795722112,Amerdingen,,86735,Donau-Ries,Bayern,48.725457,10.486326,863
072325005004,Ammeldingen an der Our,,54675,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.889676,6.255549,20
072325005005,Ammeldingen bei Neuerburg,,54673,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.049123,6.275565,243
084160048048,Ammerbuch,,72119,Tübingen,Baden-Württemberg,48.554229,8.965685,11522
095730111111,Ammerndorf,M,90614,Fürth,Bayern,49.421097,10.853041,1998
010620090090,Ammersbek,,22949,Stormarn,Schleswig-Holstein,53.691174,10.167763,9991
091819451451,Ammersee,,,Landsberg am Lech,Bayern,48.002198,11.124783,0
093710111111,Ammerthal,,92260,Amberg-Sulzbach,Bayern,49.439533,11.759473,2051
096760112112,Amorbach,St,63916,Miltenberg,Bayern,49.644565,9.21813,3907
091830112112,Ampfing,,84539,Mühldorf a.Inn,Bayern,48.25513,12.418033,7234
084255009008,Amstetten,,73340,Alb-Donau-Kreis,Baden-Württemberg,48.577697,9.876125,4208
160635006104,Amt Creuzburg,Stadt,99831,Wartburgkreis,Thüringen,51.051684,10.242324,4910
033550049049,Amt Neuhaus,,19273,Lüneburg,Niedersachsen,53.285751,10.928994,4592
160700028028,Amt Wachsenburg,,99334,Ilm-Kreis,Thüringen,50.875842,10.970255,8041
145210010010,Amtsberg,,09439,Erzgebirgskreis,Sachsen,50.747579,12.987465,3590
084365007006,Amtzell,,88279,Ravensburg,Baden-Württemberg,47.70628,9.747974,4223
065340001001,Amöneburg,Stadt,35287,Marburg-Biedenkopf,Hessen,50.796985,8.924741,4972
150845051012,An der Poststraße,,06647,Burgenlandkreis,Sachsen-Anhalt,51.14347,11.478438,1571
160655056088,An der Schmücke,Stadt,06577,Kyffhäuserkreis,Thüringen,51.299629,11.215397,5881
091880117117,Andechs,,82346,Starnberg,Bayern,47.966991,11.184792,3830
033575404003,Anderlingen,,27446,Rotenburg (Wümme),Niedersachsen,53.372365,9.302152,823
071370003003,Andernach,Stadt,56626,Mayen-Koblenz,Rheinland-Pfalz,50.439583,7.398566,30039
034545402001,Andervenne,,49832,Emsland,Niedersachsen,52.508973,7.570871,926
160685002002,Andisleben,,99189,Sömmerda,Thüringen,51.082589,10.926862,600
082265008102,Angelbachtal,,74918,Rhein-Neckar-Kreis,Baden-Württemberg,49.233855,8.773413,5299
